Time,Position,
0.00000,0.000000000000000,
0.00100,0.007952661256621,
0.00200,-0.027331383403073,
0.00300,-0.024739158181869,
0.00400,-0.049867008275222,
0.00500,0.049982970680208,
0.00600,0.016702942307178,
0.00700,0.067047338431086,
0.00800,0.075364961746229,
0.00900,0.036965193126742,
0.01000,-0.078825930916890,
0.01100,0.070174687874027,
0.01200,0.036794075609875,
0.01300,0.086996587658932,
0.01400,-0.066148395781616,
0.01500,-0.133488964399313,
0.01600,0.003103828427299,
0.01700,-0.055001180200179,
0.01800,-0.088619805854601,
0.01900,0.266080057213101,
0.02000,0.041003921868092,
0.02100,-0.029208372068287,
0.02200,-0.120148356053724,
0.02300,-0.022814600741976,
0.02400,0.011254883863267,
0.02500,-0.007540561173691,
0.02600,0.106730726294480,
0.02700,0.029310527370866,
0.02800,0.185111520114893,
0.02900,0.210755737909454,
0.03000,-0.130849985236727,
0.03100,-0.379236702322316,
0.03200,-0.049339188603066,
0.03300,-0.176417452705550,
0.03400,0.203754158517449,
0.03500,0.133718334699988,
0.03600,0.092766582622484,
0.03700,0.025263131003243,
0.03800,-0.221875435746396,
0.03900,0.067101812148446,
0.04000,0.014036118549455,
0.04100,-0.208672033571194,
0.04200,-0.091840601417783,
0.04300,-0.298187738529367,
0.04400,-0.021800977448195,
0.04500,-0.168522064982136,
0.04600,-0.285809126020030,
0.04700,-0.085493892678080,
0.04800,-0.115145144593387,
0.04900,0.182046054921869,
0.05000,-0.219827994862684,
0.05100,-0.025445695102481,
0.05200,-0.147122419195729,
0.05300,-0.006621095251748,
0.05400,0.038594460524141,
0.05500,0.017397801748784,
0.05600,0.098360497927228,
0.05700,-0.143951250567736,
0.05800,0.094340175155872,
0.05900,0.086417159925406,
0.06000,0.512005440297854,
0.06100,0.059570663138928,
0.06200,0.057930286965782,
0.06300,0.115244490352748,
0.06400,0.250528718263535,
0.06500,0.050236266082387,
0.06600,-0.035950800745027,
0.06700,-0.034130624894657,
0.06800,0.156795443817629,
0.06900,0.372897573484577,
0.07000,-0.069161106381587,
0.07100,0.075121370855535,
0.07200,-0.096720870882764,
0.07300,0.147427396828816,
0.07400,-0.154193474041371,
0.07500,-0.136608137299852,
0.07600,0.284129046768918,
0.07700,-0.091508202996827,
0.07800,-0.278507135335186,
0.07900,-0.378244901939125,
0.08000,0.076631047634095,
0.08100,0.100030733530805,
0.08200,0.081626859602513,
0.08300,0.678380188789326,
0.08400,-0.181063298200774,
0.08500,-0.319556991479497,
0.08600,0.477565868281480,
0.08700,0.215279935905574,
0.08800,0.401209113986186,
0.08900,-0.724179459038816,
0.09000,0.069530584578280,
0.09100,-0.126624854252766,
0.09200,0.010315022388182,
0.09300,-0.543876230261233,
0.09400,0.256233670294684,
0.09500,-0.588363254904460,
0.09600,-0.308026059121364,
0.09700,0.441358629236747,
0.09800,-0.099731834682378,
0.09900,0.102111013381957,
0.10000,-0.544560619442880,
0.10100,0.155173422207537,
0.10200,-0.584774097384618,
0.10300,0.344165935177219,
0.10400,-0.621102091998367,
0.10500,-0.124921385818495,
0.10600,0.342995053939249,
0.10700,-0.011492227894700,
0.10800,0.248487115716736,
0.10900,-0.100486062164621,
0.11000,0.304813740091208,
0.11100,-0.462472793923757,
0.11200,-0.175255966035876,
0.11300,0.082004851767455,
0.11400,-0.044442870682760,
0.11500,0.560953612299497,
0.11600,0.230666703837311,
0.11700,0.234126544037597,
0.11800,-0.261522596144296,
0.11900,-0.448436429057223,
0.12000,-0.094282848940512,
0.12100,-0.578194211107044,
0.12200,-0.010422053640846,
0.12300,0.033438913331223,
0.12400,-0.066849518359582,
0.12500,0.435252611579958,
0.12600,0.107018610954978,
0.12700,-0.317400387878043,
0.12800,-0.334388439166991,
0.12900,-0.409122734205540,
0.13000,0.182523494711190,
0.13100,-0.319574611092585,
0.13200,-0.042413320717844,
0.13300,0.169012074376349,
0.13400,-0.981857526145318,
0.13500,-0.129648771679801,
0.13600,0.000841738590483,
0.13700,0.525139012608606,
0.13800,0.303093779330276,
0.13900,0.350893987856727,
0.14000,0.592831990177911,
0.14100,-0.562297633939645,
0.14200,0.904306826596528,
0.14300,0.351496983925159,
0.14400,0.088481422843562,
0.14500,0.270758917755159,
0.14600,-0.192077966964804,
0.14700,0.335072625379125,
0.14800,0.187970511427013,
0.14900,-0.269961253904987,
0.15000,0.289308260940430,
0.15100,0.115868007549399,
0.15200,-0.152524016477461,
0.15300,-0.073730270658214,
0.15400,-0.344167704013907,
0.15500,0.307905279648974,
0.15600,-0.274506270323457,
0.15700,-0.122185705990455,
0.15800,-0.287378137105838,
0.15900,0.833339452510186,
0.16000,-0.042461520757730,
0.16100,-0.857880629679528,
0.16200,0.372375957885221,
0.16300,0.336077116269601,
0.16400,-0.369901421035447,
0.16500,0.535283020404313,
0.16600,0.397207383728811,
0.16700,0.097264677774932,
0.16800,-0.247518719109748,
0.16900,0.397699218943911,
0.17000,-0.267872269501422,
0.17100,0.277842844245613,
0.17200,-0.275608981907888,
0.17300,0.335101689804491,
0.17400,0.616296238662455,
0.17500,0.143793889705141,
0.17600,0.138886053815183,
0.17700,0.053606865635430,
0.17800,0.774076240531738,
